sede_code,municipality_code,municipality_name,state_code,state_name,score,school_name,dane_code,address,phone,department,municipality,calendar,sector,area,dean
119212000059,19212,CORINTO,19,CAUCA,56.11449910144194,INSTITUCION EDUCATIVA JOSE MARIA OBANDO,119212000059,CARRERA 10 # 8 - 76,3113737277,CAUCA,CORINTO,A,OFICIAL,"URBANA , RURAL",HADWIN LEONEL RIVERA SANTACRUZ
119212000059,19212,CORINTO,19,CAUCA,56.11449910144194,INSTITUCION EDUCATIVA JOSE MARIA OBANDO,119212000059,CARRERA 10 # 8 - 76,3113737277,CAUCA,CORINTO,A,OFICIAL,"URBANA , RURAL",HADWIN LEONEL RIVERA SANTACRUZ
276109005806,76109,BUENAVENTURA,76,VALLE,59.78389318943446,INSTITUCIÓN AGROPECUARIA JOSÉ MARÍA CÓRDOBA,276109005806,IND CORDOBA,3155937697 - 3207434956,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,RURAL,CLARA INES MELENDEZ ANGULO
252835005436,52835,TUMACO,52,NARIÑO,71.65652240600724,IE. INTEGRADA DE CHILVI,252835005436,CORREGIMIENTO ALTO AGUA CLARA,3185402582,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,RURAL,ESTUPIÑAN ORTIZ HERNAN
252835005436,52835,TUMACO,52,NARIÑO,71.65652240600724,IE. INTEGRADA DE CHILVI,252835005436,CORREGIMIENTO ALTO AGUA CLARA,3185402582,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,RURAL,ESTUPIÑAN ORTIZ HERNAN
119137000315,19137,CALDONO,19,CAUCA,56.53588650208714,INSTITUCION EDUCATIVA SUSANA TROCHEZ DE VIVAS,119137000315,CLL 1 # 5-15,3186833773,CAUCA,CALDONO,A,OFICIAL,"URBANA , RURAL",JORGE GIOBANY LUCUMI GONZALEZ
119455000111,19455,MIRANDA,19,CAUCA,54.06765377793911,INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ,119455000111,CR 7 # 12A - 121,3165277236-8476004,CAUCA,MIRANDA,A,OFICIAL,"URBANA , RURAL",RUBIELA JIMENEZ LEON
352835001605,52835,TUMACO,52,NARIÑO,51.10279704872184,IE. SANTA TERESITA,352835001605,IND CALLE CALDAS,7271278-3174012101,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,CORTES QUIÑONES HUMBERTO ANTONIO
219110000636,19110,BUENOS AIRES,19,CAUCA,51.37246486732978,INSTITUCION EDUCATIVA PARA EL DESARROLLO INTERCULTURAL DE LAS COMUNIDADES INEDIC,219110000636,CABILDO INDIGENA LAS DELICIAS,3162819954,CAUCA,BUENOS AIRES,A,OFICIAL,RURAL,MIGUEL ANGEL MINA MURILLO
127099000210,27099,BOJAYA (BELLAVISTA),27,CHOCO,54.16097609254136,IE CESAR CONTO,127099000210,BELLAVISTA,3122586146,CHOCÓ,BOJAYA,A,OFICIAL,"URBANA , RURAL",ANA NECIS MENA RENTERIA
127099000210,27099,BOJAYA (BELLAVISTA),27,CHOCO,54.16097609254136,IE CESAR CONTO,127099000210,BELLAVISTA,3122586146,CHOCÓ,BOJAYA,A,OFICIAL,"URBANA , RURAL",ANA NECIS MENA RENTERIA
376109012777,76109,BUENAVENTURA,76,VALLE,36.71735912828471,INSTITUCION EDUCATIVA LOS ALAMOS,376109012777,KR 67 CL 10 06,,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,LUZ ENITH LONDOÑO GAVIRIA
119473000081,19473,MORALES,19,CAUCA,57.907876611612465,INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA,119473000081,CL. PRINCIPAL BARRIO MODELO,3127761433,CAUCA,MORALES,A,OFICIAL,"URBANA , RURAL",SILVIO ANTONIO RUIZ MUÑOZ
119473000081,19473,MORALES,19,CAUCA,57.907876611612465,INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA,119473000081,CL. PRINCIPAL BARRIO MODELO,3127761433,CAUCA,MORALES,A,OFICIAL,"URBANA , RURAL",SILVIO ANTONIO RUIZ MUÑOZ
176109005666,76109,BUENAVENTURA,76,VALLE,72.52979936402981,ANTONIO NARIÑO,176109005666,CL 6 SUR 56 60,3143871359,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,ADELINA ARAMBURO GARCIA
219364000440,19364,JAMBALO,19,CAUCA,56.83439993981527,INSTITUCION EDUCATIVA DE FORMACION INTEGRAL MARDEN ARNULFO BETANCUR ZONA BAJA,219364000440,CORREGIMIENTO LOMA REDONDA,3136494669,CAUCA,JAMBALÓ,A,OFICIAL,RURAL,JESUS EDUARD MOSQUERA RAMIREZ
127001004107,27001,QUIBDO,27,CHOCO,75.09687389290123,IE MIA ROGERIO VELASQUEZ MURILLO,127001004107,CL 30 1 10,314632672,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,NIDIA ASPRILLA MOSQUERA
227361000166,27361,ISTMINA,27,CHOCO,80.67992175791505,IE MIGUEL ANGEL GUERRERO,227361000166,PAITO,3114142367,CHOCÓ,ISTMINA,A,OFICIAL,RURAL,MARIA DAICY ARBOLEDA CORDOBA
40717492O131,27600,RIO QUITO,27,CHOCO,61.04021154284952,,,,,,,,,,
252079002045,52079,BARBACOAS,52,NARIÑO,71.39381499898514,INSTITUCION EDUCATIVA INDIGENA TECNICA AGROAMBIENTAL BILINGÜE AWA,252079002045,DIVISO,3155120512,NARIÑO,BARBACOAS,A,OFICIAL,RURAL,BISBISCUS JOSE MIGUEL
319698002944,19698,SANTANDER DE QUILICHAO,19,CAUCA,73.93421762123876,COLEGIO DE ADULTOS POR CICLOS INTEGRADOS GIMNASIO DEL NORTE,319698002944,CL 2 A 5 36,3217333771,CAUCA,SANTANDER DE QUILICHAO,A,NO OFICIAL,URBANA,SANDRA MARIA CHICANGANA ANTE
227099000681,27099,BOJAYA (BELLAVISTA),27,CHOCO,43.6022381694709,IE ROBINSON PALACIOS DE NAPIPI,227099000681,NAPIPI,3136721443,CHOCÓ,BOJAYA,A,OFICIAL,RURAL,JUAN ADRIANO PALACIOS COSSIO
227077001349,27077,BAJO BAUDO   (PIZARRO),27,CHOCO,69.10754119569377,IE INDÍGENA DE BUENA VISTA,227077001349,BAJO BAUDO,3217958513,CHOCÓ,BAJO BAUDÓ,A,OFICIAL,RURAL,PABLO ISMARE MEMBACHE
176109000648,76109,BUENAVENTURA,76,VALLE,78.16878877856308,TERMARIT,176109000648,CL 4 KR 53 72,2404012- 3168725415,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,HERMELIA TOBAR
176109000623,76109,BUENAVENTURA,76,VALLE,71.33740970201643,,,,,,,,,,
376109008834,76109,BUENAVENTURA,76,VALLE,57.75908311122419,CORPORACION CER,376109008834,KR 68 5 12,2427351,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,DAYCI ALICIA ROCHA VALENCIA
376109008834,76109,BUENAVENTURA,76,VALLE,57.75908311122419,CORPORACION CER,376109008834,KR 68 5 12,2427351,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,DAYCI ALICIA ROCHA VALENCIA
327001001000,27001,QUIBDO,27,CHOCO,64.96871849099406,IE SANTO DOMINGO SAVIO,327001001000,CL 25 A 16 110,6708016,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,ELCY GLORIA PALACIOS ROMERO
227006000112,27006,ACANDI,27,CHOCO,70.34320682797713,IE SAGRADO CORAZON JESUS,227006000112,CAPURGANA,3207281346,CHOCÓ,ACANDÍ,A,OFICIAL,RURAL,ANTONIO SANTOS CAICEDO
219256003726,19256,EL TAMBO,19,CAUCA,37.058637429411554,INSTITUCION EDUCATIVA LOS ANAYES,219256003726,VEREDA LOS ANAYES,3113202279,CAUCA,EL TAMBO,A,OFICIAL,RURAL,JAIME NAVIA DAZA
176109005607,76109,BUENAVENTURA,76,VALLE,65.62590871412388,SIMON BOLIVAR,176109003183,CL 4 A KR 60 Y 61,2429602-3183618712,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,FREDDY PANAMEÑO VALENCIA
376109005444,76109,BUENAVENTURA,76,VALLE,50.41710633191227,INSTITUTO ACADEMICO DEL PACIFICO,376109005444,KR 63 63 12,2401648,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,DORA LINA TRUQUE
127006000037,27006,ACANDI,27,CHOCO,71.13384563700639,IE DIEGO LUIS CORDOBA,127006000037,CALLE NUEVA,6795066- 3117556115,CHOCÓ,ACANDÍ,A,OFICIAL,"URBANA , RURAL",INOCENCIO PALACIOS MURILLO
176109000842,76109,BUENAVENTURA,76,VALLE,61.08161683574535,TÉCNICO INDUSTRIAL GERARDO VALENCIA CANO,176109000842,IND CL 6 AV SIMON BOLIVAR AL LADO DE LA UNIVERSIDAD DEL VALLE KM 9,24252322- 2425302 - 3152830813,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,BEATRIZ PANCHANO MENA
227001018200,27001,QUIBDO,27,CHOCO,62.98371853891698,IE ANTONIO RICAURTE,227001018200,SALIDA A LA CASCORBA K3,3108310384,CHOCÓ,QUIBDÓ,A,OFICIAL,"URBANA , RURAL",LIBIA SUSANA CUESTA WALDO.
227075000060,27075,BAHIA SOLANO (MUTIS),27,CHOCO,57.75624978565353,IE INMACULADO CORAZON DE MARIA,227075000060,CUPICA,3146280632,CHOCÓ,BAHÍA SOLANO,A,OFICIAL,RURAL,TATIANA RIVERA GIRON
327787000982,27787,TADO,27,CHOCO,46.556613879468834,IE NUESTRA SEÑORA DE LA POBREZA DE TADO,327787000982,CL 6 15 21,3147109239,CHOCÓ,TADÓ,A,OFICIAL,URBANA,MARCIAL BLANDON RIVAS
219780000777,19780,SUAREZ,19,CAUCA,44.53726918304247,INSTITUCION EDUCATIVA LA BETULIA,219780000777,VEREDA BETULIA,3128507247,CAUCA,SUÁREZ,A,OFICIAL,RURAL,VICTOR EDUARDO AGRONO HURTADO
152835000740,52835,TUMACO,52,NARIÑO,61.10886951264202,IE. INMACULADA CONCEPCION,152835000740,IND BARRIO VILLA LOLA,3159270177-7276284-7270479,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,ANGEL MIGDONIO PALACIOS MONTAÑO
376109006637,76109,BUENAVENTURA,76,VALLE,57.07931925050655,INSTITUCION EDUCATIVA SAN BUENAVENTURA,376109006637,CL 5 34 15,2425981,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,CARLOS JULIO QUINTANA LOPÈZ
327361000187,27361,ISTMINA,27,CHOCO,71.47303909349432,IE NORMAL SUP SAN PIO X,327361000187,CL 25 6 A 8,3146617052,CHOCÓ,ISTMINA,A,OFICIAL,URBANA,JESUS HEBERTO BONILLA MOSQUERA
152835000731,52835,TUMACO,52,NARIÑO,83.2842071484479,I. E. ROBERTO MARIO BISCHOFF,152835000731,IND AVENIDA LA PLAYA,7274166-3173751941,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,YOLIMA YAKAIRA URRIETA SALAZAR
276109003994,76109,BUENAVENTURA,76,VALLE,81.38745418014935,PATRICIO OLAVE ANGULO,276109003994,IND PTO. MERIZALDE VALLE,3156141478-3128149663,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,RURAL,PEDRO PABLO GALLEGO VALENCIA
219110001748,19110,BUENOS AIRES,19,CAUCA,89.28438728529586,INSTITUCION EDUCATIVA AGROPECUARIO PALO BLANCO,219110001748,VEREDA PALO BLANCO,3147055516,CAUCA,BUENOS AIRES,A,OFICIAL,RURAL,GILBERTO SIMON LEON
219142000891,19142,CALOTO,19,CAUCA,48.08739631091355,INSTITUCION EDUCATIVA BILINGUE DXI PADEN,219142000891,VDA. LOPEZ ADENTRO,3146200135,CAUCA,CALOTO,A,OFICIAL,RURAL,HERNANDO CAICEDO MOSQUERA
152835002556,52835,TUMACO,52,NARIÑO,48.389402452331254,IE. INST. TEC. INDUSTRIAL NAL.,152835002556,IND PRADOMAR,7276951 - 3183259773,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,SEVILLANO ANGULO ZOILA MARIELA
152835002556,52835,TUMACO,52,NARIÑO,48.389402452331254,IE. INST. TEC. INDUSTRIAL NAL.,152835002556,IND PRADOMAR,7276951 - 3183259773,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,SEVILLANO ANGULO ZOILA MARIELA
219698001641,19698,SANTANDER DE QUILICHAO,19,CAUCA,67.51360481130672,INSTITUCION EDUCATIVA LA ARROBLEDA,219698001641,CORREGIMIENTO LA ARROBLEDA,3174236871,CAUCA,SANTANDER DE QUILICHAO,A,OFICIAL,RURAL,LUIS CENON RIASCOS URBANO
276109001096,76109,BUENAVENTURA,76,VALLE,48.295627159821215,ANTONIO JOSE DE SUCRE,276109001096,CORREGIMIENTOS 8 Y 9 ANCHICAYA,3166161153,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,"URBANA , RURAL",IRLANDA RODRIGUEZ CASTRO
2128583O1642,19110,BUENOS AIRES,19,CAUCA,59.29344042240331,,,,,,,,,,
452835006601,52835,TUMACO,52,NARIÑO,70.8921668056455,I.E.T. AGROP-AMBIENTAL BILINGUE INDA SABALETA,452835006601,RESGUARDO INDA SABALETA,7317640,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,RURAL,BISBICÚS NASTACUÁS RODRIGO
176109000516,76109,BUENAVENTURA,76,VALLE,38.297581152233086,JOSE RAMON BEJARANO,176109000516,KR 41 7 D 05,2427193- 3183602124,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,CARMEN ELENA QUIÑONES
127001000411,27001,QUIBDO,27,CHOCO,63.734244642288196,IE ARMANDO LUNA ROA,127001000411,IND TRANSVERSAL 10 # 30-65,310 2628918,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,ELVIS CÓRDOBA ARANGO
127001000411,27001,QUIBDO,27,CHOCO,63.734244642288196,IE ARMANDO LUNA ROA,127001000411,IND TRANSVERSAL 10 # 30-65,310 2628918,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,ELVIS CÓRDOBA ARANGO
227615002083,27150,CARMEN DEL DARIEN,27,CHOCO,64.5764953285951,IE INDÍGENA UNION CHOGORODO,227615002083,VDA CHOGORODO,3225738426,CHOCÓ,CARMEN DEL DARIÉN,A,OFICIAL,RURAL,TITO CHAMI TOCAMO
227787000031,27787,TADO,27,CHOCO,59.62757929794365,IE TECNICO AGROAMBIENTAL,227787000031,VDA CHARCO NEGRO,3122742560,CHOCÓ,TADÓ,A,OFICIAL,"URBANA , RURAL",ENOEL MOSQUERA FLOREZ
527610900093,76109,BUENAVENTURA,76,VALLE,67.47317624448876,,,,,,,,,,
219142000671,19300,GUACHENÉ,19,CAUCA,54.436711340805374,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,219142000671,CABECERA MUNICIPAL,3154032710,CAUCA,GUACHENÉ,A,OFICIAL,"URBANA , RURAL",WILSON LUCUMI CASTILLO
219212000193,19212,CORINTO,19,CAUCA,71.12411601806633,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,219212000690,CORREGIMIENTO RIONEGRO,3218016082 - 3218014881,CAUCA,CORINTO,A,OFICIAL,RURAL,FABIO PRADO HURTADO
227615000048,27150,CARMEN DEL DARIEN,27,CHOCO,77.51277524459832,IE PRIMITIVO PALACIOS,227615000048,BRISAS DEL CHOCO,3148928921,CHOCÓ,CARMEN DEL DARIÉN,A,OFICIAL,RURAL,MELQUIS VALOYES CORDOBA
252079000433,52079,BARBACOAS,52,NARIÑO,53.50661200127896,INSTITUCION EDUCATIVA SANTA TERESITA DE ALTAQUER,252079000433,CARRET. NAL,3178865562,NARIÑO,BARBACOAS,A,OFICIAL,RURAL,DIWIN HARLO CORTES ORTIZ
152835001568,52835,TUMACO,52,NARIÑO,44.694914341160484,IE. MISIONAL SANTA TERESITA,152835001568,IND CALLE MOSQUERA,3113653792,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,CABEZAS LANDAZURI NANCY MARGARITA
252835000515,52835,TUMACO,52,NARIÑO,45.457609223424164,IE. IMBILI CARRETERA,252835000515,CORREG ARTURO LLORENTE ORTIZ,3117478725,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,RURAL,PEÑA VALENCIA MARCI GERMANIA
127615001902,27615,RIOSUCIO,27,CHOCO,49.485053466849806,IE NUESTROS ESFUERZOS,127615001902,SIN INFORMACION,3146329840,CHOCÓ,RIOSUCIO,A,OFICIAL,"URBANA , RURAL",PEDRO JOSE PALOMEQUE LEMUS
127615001902,27615,RIOSUCIO,27,CHOCO,49.485053466849806,IE NUESTROS ESFUERZOS,127615001902,SIN INFORMACION,3146329840,CHOCÓ,RIOSUCIO,A,OFICIAL,"URBANA , RURAL",PEDRO JOSE PALOMEQUE LEMUS
127001000225,27001,QUIBDO,27,CHOCO,74.0286329362362,IE FEMENINA DE ENSEÑANZA MEDIA,127001000225,CL 31 3 49,3147460603,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,HELENA JESUS LEMOS MAYORAL
219256000662,19256,EL TAMBO,19,CAUCA,71.10585579006035,INSTITUCION EDUCATIVA AGROINDUSTRIAL DE QUILCACE,219256000662,CORREGIMIENTO QUILCACE,3127510361-3206502216,CAUCA,EL TAMBO,A,OFICIAL,RURAL,HELMAN ALIRIO HURTADO SANCHEZ
276109000499,76109,BUENAVENTURA,76,VALLE,46.46485966141351,SANTA CECILIA,276109000031,RIO NAYA,3163295764,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,RURAL,LIGIA MARIA ASPRILLA ZAMORA
176109000800,76109,BUENAVENTURA,76,VALLE,68.47024319753868,JOSE MARIA CABAL,176109000800,KR 62 11 01 BR INDEPENDENCIA II ET,2428459-3164465826,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,OMAR MARTINEZ ANGULO
219212000690,19212,CORINTO,19,CAUCA,49.03231809620847,INSTITUCION EDUCATIVA CARMENCITA CARDONA DE GUTIERREZ,219212000690,CORREGIMIENTO RIONEGRO,3218016082 - 3218014881,CAUCA,CORINTO,A,OFICIAL,RURAL,FABIO PRADO HURTADO
152520000288,52520,FRANCISCO PIZARRO,52,NARIÑO,59.279106302892714,INSTITUCION EDUCATIVA SEÑOR DEL MAR,152520000016,IND SALAHONDA,3136125493,NARIÑO,FRANCISCO PIZARRO,A,OFICIAL,"URBANA , RURAL",SEGUNDO EFREN AGUIÑO BORJA
152079000021,52079,BARBACOAS,52,NARIÑO,65.930272392094,INSTITUCION EDUCATIVA LUIS IRIZAR SALAZAR,152079000021,IND CASCO URBANO BARBACOAS,3136159194,NARIÑO,BARBACOAS,A,OFICIAL,"URBANA , RURAL",MELBA DORYS ANGULO ANGULO
219142000247,19142,CALOTO,19,CAUCA,81.91724398316923,INSTITUCION ETNOEDUCATIVA TECNICA AGROAMBIENTAL EL CAMPO ALEGRE,219142000247,CORREGIMIENTO CAMPO ALEGRE,3136864324,CAUCA,CALOTO,A,OFICIAL,RURAL,BREINER RENE ORTIZ YULE
205873000067,5873,VIGIA DEL FUERTE,5,ANTIOQUIA,56.84620765901855,I. E. SAN ANTONIO DE PADUA,205873000067,CORREG. SAN ANTONIO,6729422,ANTIOQUIA,VIGÍA DEL FUERTE,A,OFICIAL,RURAL,LISANDRO DECIDERIO CUESTA MORENO
176109015441,76109,BUENAVENTURA,76,VALLE,69.68194820834967,PABLO EMILIO CARVAJAL,176109002977,TRASNV. 87 NO 3S-40 BARRIO ALEJANDRO CABAL POMBO,2507614-3234587803,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,"URBANA , RURAL",MARLON ALEXIS POSSO VARELA
219142000999,19142,CALOTO,19,CAUCA,58.392529779033936,INSTITUCION EDUCATIVA ETNOEDUCATIVO DE TOEZ,219142000999,RESGUARDO INDÍGENA TOEZ VEREDA TOEZ,3216771646,CAUCA,CALOTO,A,OFICIAL,RURAL,ABRAHAM QUIGUANAS CUETIA
219418000891,19418,LOPEZ (MICAY),19,CAUCA,51.007711594497835,INSTITUCION EDUCATIVA SANTA CRUZ ALTO SIGUI,219418000891,CORREGIMIENTO SANTA CRUZ DEL SIGUI,3165302209,CAUCA,LÓPEZ,A,OFICIAL,RURAL,HAROLD MISAEL RIASCOS ARBOLEDA
176109000605,76109,BUENAVENTURA,76,VALLE,60.20220346920137,LA ANUNCIACION,176109000605,IND AVDA SIMON BOLIVAR KM 5,24-25471-3216856183-3113380400,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,YANETH RIASCOS HURTADO
152835002556,52835,TUMACO,52,NARIÑO,67.31989778538562,IE. INST. TEC. INDUSTRIAL NAL.,152835002556,IND PRADOMAR,7276951 - 3183259773,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,SEVILLANO ANGULO ZOILA MARIELA
152835002556,52835,TUMACO,52,NARIÑO,67.31989778538562,IE. INST. TEC. INDUSTRIAL NAL.,152835002556,IND PRADOMAR,7276951 - 3183259773,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,SEVILLANO ANGULO ZOILA MARIELA
152490001080,52490,OLAYA HERRERA,52,NARIÑO,85.78440283571337,INSTITUCION EDUCATIVA LA INMACULADA,152490001080,IND CALLE HOSPITAL,3164980535,NARIÑO,OLAYA HERRERA,A,OFICIAL,"URBANA , RURAL",HUGO ALIRIO SANCHEZ BONILLA
376109013455,76109,BUENAVENTURA,76,VALLE,33.42697243541346,CENTRO DOCENTE INDEPENDENCIA,376109013455,CL 7 A 61 30,2443950,VALLE DEL CAUCA,BUENAVENTURA,A,NO OFICIAL,URBANA,MARIA SANTOS CAICEDO
152835004389,52835,TUMACO,52,NARIÑO,47.26512037085953,IE. NUEVA FLORIDA,152835004389,IND BARRIO LA FLORIDA,7273199-3166162377,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,FERNAN NUMAEL OBANDO TORRES
176109000770,76109,BUENAVENTURA,76,VALLE,49.32062329768811,INSTITUCION EDUCATIVA VASCO NUÑEZ DE BALBOA,176109000770,CL 6 23 A 11,3158175743,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,GLADYS BIBIANA COPETE BECERRA
452835006580,52835,TUMACO,52,NARIÑO,72.63208553879402,I.E. BILINGÜE AWA TECNICO AGROINDUSTRIAL PIANULPI,452835006580,PIGUAMBI PALANGALA,3136957957,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,RURAL,NASTACUÁS GARCÍA CARMEN OMAIRA
219256000239,19256,EL TAMBO,19,CAUCA,61.6819028416088,INSTITUCION EDUCATIVA AGROPECUARIA ALTO DEL REY,219256000239,RESGUARDO ALTO DEL REY,3117953611,CAUCA,EL TAMBO,A,OFICIAL,RURAL,JUAN CARLOS CARVAJAL LLANTEN
227205000229,27580,RIO IRO,27,CHOCO,68.21554295843943,IE SAN JOSE DE VIRO VIRO,227205000067,VIRO VIRO,3122893042,CHOCÓ,RÍO IRÓ,A,OFICIAL,RURAL,BETHSY MOSQUERA QUINTO
252490000266,52490,OLAYA HERRERA,52,NARIÑO,61.01144404358099,INSTITUCION EDUCATIVA LAS MARIAS,252490000266,VEREDA LAS MARIAS,3103933742,NARIÑO,OLAYA HERRERA,A,OFICIAL,RURAL,DARLING EMERITO MOSQUERA CUERO
119573000339,19573,PUERTO TEJADA,19,CAUCA,64.10453702933823,INSTITUCION EDUCATIVA POLITECNICO LA MILAGROSA,119573000339,CL 18 7 37,8285365 - 3128711942,CAUCA,PUERTO TEJADA,A,OFICIAL,URBANA,ROSA ANGELA PENCUE VARGAS
127001000233,27001,QUIBDO,27,CHOCO,38.405190889199275,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000233,KR 7 27 34,6711388,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,EDWAR MENA ROMAÑA
127001000233,27001,QUIBDO,27,CHOCO,38.405190889199275,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000233,KR 7 27 34,6711388,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,EDWAR MENA ROMAÑA
127001000233,27001,QUIBDO,27,CHOCO,38.405190889199275,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000233,KR 7 27 34,6711388,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,EDWAR MENA ROMAÑA
127615000027,27615,RIOSUCIO,27,CHOCO,63.05328053231719,IE ANTONIO RICAURTE,127615000027,IND BARRIO PARAISO,3106067043,CHOCÓ,RIOSUCIO,A,OFICIAL,"URBANA , RURAL",MIGUEL LEMOS MORENO
427787000014,27160,CERTEGUI,27,CHOCO,42.596389242071645,IE MATIAS TRES PALACIOS,427787000014,IND CANDELARIA,3147154656,CHOCÓ,CÉRTEGUI,A,OFICIAL,"URBANA , RURAL",FELICIANO ORNECIS PALACIOS HINESTROZA
674263O77974,27001,QUIBDO,27,CHOCO,73.04573676121053,,,,,,,,,,
176109005836,76109,BUENAVENTURA,76,VALLE,44.56645270091565,NESTOR URBANO TENORIO,176109005836,KR 84 2 S 12,240662-3168835410,VALLE DEL CAUCA,BUENAVENTURA,A,OFICIAL,URBANA,CESAR ENRIQUE LOBON MURILLO
219418001226,19418,LOPEZ (MICAY),19,CAUCA,59.662769977181725,INSTITUCION EDUCATIVA AGUA CLARA GOLONDRO,219418001226,CORREGIMIENTO AGUA CLARA GOLONDRO,3126751594,CAUCA,LÓPEZ,A,OFICIAL,RURAL,JOSE DE JESUS ADVINCULA SINISTERRA
119318002115,19318,GUAPI,19,CAUCA,46.89695492993832,I.E. MANUEL DE VALVERDE,119318002115,IND CL 7 Y 8,3104472105,CAUCA,GUAPI,A,OFICIAL,URBANA,HENRY GARCES GRUESO
227615000064,27150,CARMEN DEL DARIEN,27,CHOCO,58.80073035834009,IE HERACLIO LARA ARROYO,227615001290,CURBARADO,3148927047,CHOCÓ,CARMEN DEL DARIÉN,A,OFICIAL,"URBANA , RURAL",BENICIO LÓPEZ CAICEDO
119698002678,19698,SANTANDER DE QUILICHAO,19,CAUCA,55.44957533547662,I.E. FRANCISCO JOSE DE CALDAS,119698002678,CL 11 11 57,3217238941,CAUCA,SANTANDER DE QUILICHAO,A,OFICIAL,URBANA,CARLOS ALFONSO TRUJILLO GIL
152835004923,52835,TUMACO,52,NARIÑO,61.268264727616426,IE. CIUDADELA MIXTA COLOMBIA,152835004923,IND LA CIUDADELA,3182337023,NARIÑO,SAN ANDRES DE TUMACO,A,OFICIAL,URBANA,VALENCIA HURTADO WILLIAN JAVIER
127001000233,27001,QUIBDO,27,CHOCO,56.490776855921965,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000233,KR 7 27 34,6711388,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,EDWAR MENA ROMAÑA
127001000233,27001,QUIBDO,27,CHOCO,56.490776855921965,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000233,KR 7 27 34,6711388,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,EDWAR MENA ROMAÑA
127001000233,27001,QUIBDO,27,CHOCO,56.490776855921965,IE TECNICA INTEGRADO CARRASQUILLA INDUSTRIAL,127001000233,KR 7 27 34,6711388,CHOCÓ,QUIBDÓ,A,OFICIAL,URBANA,EDWAR MENA ROMAÑA
975986O71143,19418,LOPEZ (MICAY),19,CAUCA,56.45773844990086,,,,,,,,,,
